,UID,SUMLEVEL,COUNTYID,STATEID,state,state_ab,city,place,type,primary,zip_code,area_code,lat,lng,ALand,AWater,pop,male_pop,female_pop,rent_mean,rent_median,rent_stdev,rent_sample_weight,rent_samples,rent_gt_10,rent_gt_15,rent_gt_20,rent_gt_25,rent_gt_30,rent_gt_35,rent_gt_40,rent_gt_50,universe_samples,used_samples,hi_mean,hi_median,hi_stdev,hi_sample_weight,hi_samples,family_mean,family_median,family_stdev,family_sample_weight,family_samples,hc_mortgage_mean,hc_mortgage_median,hc_mortgage_stdev,hc_mortgage_sample_weight,hc_mortgage_samples,hc_mean,hc_median,hc_stdev,hc_samples,hc_sample_weight,home_equity_second_mortgage,second_mortgage,home_equity,debt,second_mortgage_cdf,home_equity_cdf,debt_cdf,hs_degree,hs_degree_male,hs_degree_female,male_age_mean,male_age_median,male_age_stdev,male_age_sample_weight,male_age_samples,female_age_mean,female_age_median,female_age_stdev,female_age_sample_weight,female_age_samples,pct_own,married,married_snp,separated,divorced,data_type
6618,242184,140,19,17,Illinois,IL,Champaign,Champaign City,Village,tract,61821,217,40.1297772,-88.2682959,2742358.0,0,4477,2115,2362,845.63877,797.0,270.93614,715.42729,1034.0,0.99159,0.92639,0.85384,0.73186,0.6877,0.59727,0.52997,0.38381,1062,951,40300.44689,26729.0,42580.2163,1337.56748,1744.0,44879.09604,29649.0,41071.53783,736.80113,1073.0,961.63329,906.0,354.55314,356.68037,443.0,350.47915,342.0,76.93113,239.0,215.76768,0.0,0.0,0.02639,0.64956,1.0,0.77815,0.48901,0.81395,0.86634,0.7774,29.91512,25.33333,21.6497,505.33956,2115.0,33.65176,29.41667,21.82021,555.25579,2362.0,0.36788,0.37019,0.07418,0.05014,0.1044,Train
6620,270893,140,5,39,Ohio,OH,Ashland,Ashland City,Village,tract,44805,419,40.8432735,-82.270127,36132684.0,115985,3974,1896,2078,729.17649,737.0,265.04478,544.0424,684.0,0.98765,0.7392,0.65895,0.52315,0.36111,0.29012,0.29012,0.21914,705,648,60039.7782,49994.0,50279.01612,1089.64771,1807.0,75146.50461,67849.0,49476.71011,498.63535,1041.0,1150.09241,1022.0,594.18024,394.93015,617.0,446.28827,424.0,176.1375,485.0,345.10101,0.0,0.0,0.04991,0.55989,1.0,0.67563,0.68001,0.88838,0.88933,0.88763,40.27501,38.25,24.07403,497.21716,1896.0,47.52915,50.25,25.16208,476.51398,2078.0,0.64866,0.5422,0.01471,0.01471,0.09847,Train
6622,253835,140,81,26,Michigan,MI,Grand Rapids,Grand Rapids City,CDP,tract,49504,616,42.9650695,-85.6694925,1228102.0,90791,1860,1045,815,891.75157,840.0,512.63149,605.64035,1010.0,0.94025,0.8805,0.8106,0.77565,0.6212,0.56257,0.53551,0.44532,1078,887,55035.86098,17406.0,78950.92848,811.06387,1278.0,121216.9783,115795.0,91450.00769,118.92805,268.0,1929.60566,1765.0,698.22225,29.39221,111.0,974.23275,883.0,434.71971,89.0,43.73336,0.0,0.0,0.115,0.555,1.0,0.37503,0.68904,0.88563,0.9031,0.86473,38.96508,36.16667,17.42039,302.15007,1045.0,36.75686,31.41667,16.64069,186.54864,815.0,0.18521,0.20283,0.02523,0.00303,0.14632,Train
6625,286378,140,257,48,Texas,TX,Kemp,Kemp City,Town,tract,75143,903,32.4817043,-96.2026436,206696568.0,2205282,3207,1688,1519,760.87469,765.0,128.76314,144.38384,156.0,0.85256,0.46795,0.46795,0.46795,0.26282,0.26282,0.20513,0.16026,167,156,62305.26507,49148.0,46861.35625,549.94635,940.0,68689.77857,63589.0,46086.72485,377.44508,695.0,1477.22952,1321.0,606.74163,220.04245,495.0,526.86952,495.0,220.22926,278.0,175.9798,0.0,0.0,0.01164,0.64036,1.0,0.8237,0.51016,0.84939,0.84401,0.85537,36.99915,36.58333,19.79996,445.28708,1688.0,37.74006,36.5,22.21884,348.69143,1519.0,0.86405,0.47911,0.07382,0.02646,0.1344,Train
6597,279553,140,121,72,Puerto Rico,PR,Sabana Grande,Sabana Grande,Urban,tract,637,787,18.104259,-66.9486408,54167894.0,1250,5583,3004,2579,717.08019,792.0,147.89015,53.79798,74.0,1.0,1.0,0.45946,0.45946,0.0,0.0,0.0,0.0,281,74,21594.85281,15316.0,18120.12413,1348.62315,1607.0,25476.36049,19750.0,17885.47159,1000.46107,1237.0,610.87324,635.0,207.43682,350.16867,358.0,147.97514,129.0,76.60228,968.0,871.61,0.0,0.0,0.0,0.26998,1.0,1.0,0.95996,0.69265,0.7552,0.62452,39.46321,41.0,23.60329,658.22548,3004.0,41.19741,41.58333,24.87898,657.51753,2579.0,0.7401,0.3536,0.0411,0.0411,0.16096,Train
6549,265936,140,1,36,New York,NY,Albany,Albany City,City,tract,12203,518,42.6670082,-73.7867331,777446.0,0,3747,1730,2017,955.49994,843.0,445.4073,376.99731,618.0,0.95147,0.84922,0.71924,0.59965,0.4766,0.38302,0.32582,0.24437,618,577,51902.69362,45955.0,37902.81966,609.14022,926.0,65571.3022,59337.0,37501.5165,133.62708,249.0,1829.55137,1780.0,706.28321,68.08159,206.0,668.91169,580.0,238.11761,102.0,53.0101,0.0,0.0,0.08766,0.66883,1.0,0.49791,0.44266,0.94962,0.98429,0.91639,25.81867,21.08333,13.43477,793.35954,1730.0,26.80522,21.33333,14.92969,916.95516,2017.0,0.38955,0.08653,0.01607,0.0,0.04203,Train
6750,279295,140,61,72,Puerto Rico,PR,Guaynabo,La Liga,Urban,tract,970,787,18.3213483,-66.0927491,4845498.0,260,2430,1209,1221,315.13715,248.0,210.1688,289.8,300.0,0.84965,0.6958,0.47203,0.4021,0.4021,0.35315,0.3007,0.25874,484,286,28729.92231,18566.0,36067.8984,862.01205,1031.0,38235.22214,27573.0,39685.65215,476.12185,591.0,1087.86883,940.0,519.82201,82.93503,110.0,207.64139,205.0,107.41491,437.0,379.45414,0.0,0.0,0.0,0.2011,1.0,1.0,0.97658,0.73404,0.70023,0.76521,43.07599,42.08333,23.18362,317.84387,1209.0,44.0907,46.41667,22.50549,285.25143,1221.0,0.59383,0.38595,0.0539,0.0539,0.18094,Train
6768,290820,140,25,50,Vermont,VT,Jamaica,Newfane,CDP,tract,5343,802,43.1026637,-72.8200136,126730668.0,1380580,914,446,468,868.94447,798.0,173.47292,46.27467,67.0,1.0,1.0,1.0,0.83582,0.70149,0.70149,0.38806,0.34328,70,67,65899.142,54263.0,55467.26858,229.09379,384.0,74116.60184,62013.0,51376.76395,129.25912,254.0,1605.66992,1550.0,756.74502,72.81098,189.0,654.03147,579.0,291.97263,125.0,73.75066,0.0,0.0,0.09236,0.60191,1.0,0.47632,0.59547,0.97696,0.99029,0.96491,39.77006,43.25,21.22859,101.14795,446.0,42.60292,45.83333,21.36639,110.8793,468.0,0.8326,0.52066,0.0,0.0,0.11295,Train
6900,258711,140,43,28,Mississippi,MS,Grenada,Grenada City,CDP,tract,38901,662,33.7885054,-89.8049709,4768928.0,42194,2782,1398,1384,661.78417,612.0,306.22791,202.84423,263.0,1.0,0.95437,0.8365,0.70722,0.59316,0.45247,0.45247,0.41825,268,263,34529.81792,23149.0,39276.17716,602.18915,752.0,41767.37554,35170.0,32017.59919,296.88473,432.0,906.29696,823.0,312.92306,144.03614,185.0,323.09914,316.0,106.11656,299.0,269.20202,0.0,0.0,0.04545,0.38223,1.0,0.69575,0.90417,0.65412,0.5711,0.72857,38.08656,38.83333,23.86197,381.82293,1398.0,39.51689,40.58333,22.98864,330.07181,1384.0,0.55457,0.28788,0.12405,0.0322,0.10701,Train
6910,222146,140,119,5,Arkansas,AR,Little Rock,Cammack Village City,City,tract,72207,501,34.7694156,-92.3624902,3409453.0,114718,5455,2981,2474,860.91989,674.0,457.05632,1022.64793,1332.0,0.98874,0.96697,0.87012,0.72823,0.43919,0.38739,0.33483,0.23724,1348,1332,57834.27364,32821.0,59711.16537,1784.1098,2568.0,80822.17047,59851.0,64403.2957,509.47976,960.0,1351.211,1156.0,665.36378,379.24647,703.0,416.34821,389.0,248.23477,517.0,379.33386,0.0,0.0,0.09426,0.57623,1.0,0.46742,0.64845,0.94394,0.95835,0.92988,38.51894,35.83333,22.95742,728.81998,2981.0,47.70977,49.66667,23.52408,573.96376,2474.0,0.48526,0.38893,0.10345,0.02165,0.06536,Train
6912,228491,140,65,6,California,CA,Riverside,El Sobrante,City,tract,92505,909,33.9042089,-117.469161,1422468.0,0,3968,1851,2117,1192.22772,1184.0,278.62937,263.70118,914.0,1.0,0.94831,0.83933,0.67753,0.53146,0.44045,0.37416,0.21798,914,890,53225.31704,47463.0,38657.2841,862.09734,1266.0,51743.85885,46849.0,30016.11216,642.15083,908.0,1806.36945,1742.0,806.2654,84.02101,247.0,259.05365,212.0,140.00751,105.0,98.43434,0.0,0.0,0.0,0.7017,1.0,1.0,0.36409,0.81658,0.8498,0.78947,27.52706,25.91667,17.43427,501.51838,1851.0,31.17122,28.16667,19.03146,567.45654,2117.0,0.33884,0.46538,0.02234,0.0,0.05882,Train
6914,267757,140,47,36,New York,NY,Brooklyn,New York City,City,tract,11208,347,40.6789908,-73.882516,143956.0,0,1579,800,779,1095.12668,1092.0,386.1236,194.22806,450.0,1.0,0.93516,0.86284,0.65087,0.49127,0.42394,0.39401,0.29426,482,401,40779.13245,32305.0,31641.02158,389.14606,564.0,44038.58972,42347.0,28304.83809,236.89214,342.0,2581.9028,2480.0,1296.15504,21.70139,71.0,605.05556,607.0,60.83962,11.0,5.44444,0.0,0.0,0.0,0.86585,1.0,1.0,0.06898,0.81478,0.80911,0.8203,33.41139,31.83333,20.09631,197.53846,800.0,33.61708,31.75,18.93782,227.66157,779.0,0.19402,0.33556,0.06177,0.02671,0.06177,Train
6921,287914,140,477,48,Texas,TX,Brenham,Brenham City,Town,tract,77833,979,30.2277955,-96.214546,514020353.0,10442335,4957,2794,2163,802.19373,712.0,374.74972,64.91968,85.0,0.87059,0.87059,0.45882,0.29412,0.28235,0.28235,0.28235,0.28235,155,85,67509.60488,54157.0,55625.92057,1048.94509,1771.0,70423.76228,62900.0,49039.07455,759.6682,1392.0,1644.59842,1573.0,734.6125,218.50563,595.0,449.09938,435.0,264.36556,1021.0,695.65894,0.0,0.0,0.04641,0.36819,1.0,0.6917,0.91383,0.79547,0.81789,0.77066,42.77968,45.16667,23.0907,695.14296,2794.0,49.1173,52.83333,22.76947,539.30851,2163.0,0.92062,0.53459,0.05508,0.02306,0.06917,Train
6924,231447,140,97,6,California,CA,Santa Rosa,Santa Rosa City,City,tract,95406,707,38.4416422,-122.713301,1271623.0,0,1815,1013,802,1079.239,1045.0,396.29919,319.67269,809.0,0.97143,0.91056,0.79379,0.65342,0.45217,0.34534,0.28696,0.26087,833,805,51910.60107,46125.0,44419.99511,620.45567,915.0,62530.86936,51931.0,51084.29014,139.25707,248.0,1536.47514,1465.0,656.40137,13.95907,29.0,492.38703,439.0,254.09876,53.0,36.83838,0.0,0.0,0.13415,0.35366,1.0,0.29897,0.92263,0.88284,0.86887,0.90085,38.7519,39.58333,16.5605,292.45499,1013.0,38.66204,36.0,19.71835,207.07442,802.0,0.13757,0.2161,0.07945,0.04131,0.24682,Train
6928,243770,140,43,17,Illinois,IL,Lemont,Lemont,Village,tract,60439,630,41.7038906,-87.9875371,24514082.0,1472989,6008,2933,3075,1204.47864,1132.0,385.05617,236.76004,729.0,1.0,0.88066,0.83402,0.68999,0.58162,0.58162,0.44033,0.26063,746,729,77015.24186,68342.0,58467.92477,977.21781,1981.0,81460.81556,79309.0,53227.4585,615.12588,1439.0,1815.55277,1658.0,891.5937,360.11741,957.0,862.27506,744.0,436.60903,278.0,158.80808,0.0,0.0,0.07692,0.7749,1.0,0.5484,0.20242,0.88775,0.80076,0.96242,30.41772,28.66667,21.44179,614.88399,2933.0,33.87677,32.41667,20.07536,727.65324,3075.0,0.64614,0.55088,0.00727,0.00727,0.07113,Train
6930,239628,140,121,13,Georgia,GA,Atlanta,Atlanta City,City,tract,30314,404,33.7518752,-84.4029204,394280.0,0,1453,793,660,800.06774,803.0,315.88266,410.16116,597.0,1.0,0.98976,0.82594,0.7099,0.50341,0.38055,0.343,0.25085,597,586,51995.4533,33546.0,52546.31433,569.26838,818.0,69104.2562,33089.0,68491.86616,94.59579,157.0,1562.55972,1633.0,463.25902,57.33525,162.0,609.23684,605.0,128.28806,59.0,29.20202,0.0,0.0,0.02715,0.73303,1.0,0.77535,0.29114,0.89836,0.8361,0.96767,34.57719,29.33333,19.59156,262.827,793.0,33.29424,28.66667,17.50002,209.05091,660.0,0.24266,0.15156,0.06657,0.02975,0.0949,Train
6895,242640,140,31,17,Illinois,IL,Chicago,Chicago City,Village,tract,60608,773,41.8559903,-87.6649061,160036.0,0,1440,870,570,823.25519,781.0,237.11122,283.39449,379.0,0.97238,0.90608,0.65746,0.54972,0.45028,0.40331,0.31492,0.27072,387,362,45050.07288,40202.0,34260.01402,344.25038,501.0,42839.4234,38390.0,32366.06753,189.16078,264.0,1740.61683,1576.0,443.23303,16.68605,58.0,638.0348,614.0,116.55163,56.0,27.71717,0.0,0.0,0.0,0.50877,1.0,1.0,0.76611,0.65552,0.71003,0.55587,34.89742,30.0,17.90485,212.64447,870.0,35.66886,28.58333,22.63789,163.62237,570.0,0.24223,0.23985,0.01599,0.01599,0.03813,Train
6931,283708,140,73,48,Texas,TX,Wells,Wells,Town,tract,75976,936,31.493614,-95.0032892,237727059.0,326124,1872,867,1005,529.41951,490.0,239.05329,164.96824,182.0,0.90659,0.71978,0.59341,0.51099,0.41758,0.18681,0.08791,0.02747,238,182,51213.63574,34087.0,48468.74906,486.12405,682.0,53122.52755,40365.0,43581.08058,379.65625,547.0,982.25551,948.0,318.35354,136.03779,181.0,388.18271,395.0,155.39107,263.0,196.83838,0.0,0.0,0.00676,0.40766,1.0,0.83218,0.88433,0.8241,0.79027,0.85601,39.90838,39.91667,22.66178,214.73002,867.0,37.19961,35.5,24.09062,253.38729,1005.0,0.62617,0.61785,0.11994,0.05021,0.1046,Train
6934,222565,140,13,4,Arizona,AZ,Avondale,Litchfield Park City,CDP,tract,85323,602,33.4462357,-112.3417667,3938541.0,0,6127,2967,3160,874.88884,860.0,222.1037,878.44432,1381.0,0.98884,0.88287,0.82311,0.71235,0.56733,0.52112,0.50598,0.40956,1423,1255,36491.2972,27761.0,32731.2697,1424.52891,1892.0,39394.03957,33546.0,32792.19356,847.69037,1230.0,1001.66156,867.0,395.24746,238.40495,304.0,373.10306,283.0,245.42502,165.0,138.23232,0.0,0.0,0.04904,0.64819,1.0,0.67958,0.49213,0.6444,0.69251,0.59902,29.44943,26.5,19.17074,763.0879,2967.0,30.59347,26.83333,21.30087,762.43631,3160.0,0.27657,0.32436,0.04485,0.01228,0.16997,Train
6943,249146,140,55,22,Louisiana,LA,Lafayette,Lafayette City,City,tract,70501,337,30.2206398,-91.971419,11756298.0,107795,4824,2382,2442,608.63215,538.0,406.16449,935.87628,1089.0,0.96843,0.90715,0.83937,0.69452,0.61467,0.43268,0.36955,0.22284,1182,1077,40282.88834,20197.0,47201.21717,1527.5883,2113.0,51784.37367,37395.0,47203.45478,730.27271,1103.0,1215.96892,1108.0,439.66651,195.13685,349.0,393.12109,374.0,142.68628,582.0,478.46465,0.0,0.0,0.07519,0.37487,1.0,0.55724,0.90958,0.69712,0.73524,0.66232,40.99975,41.75,23.79178,621.6493,2382.0,42.89425,44.25,23.37929,624.8974,2442.0,0.51146,0.33901,0.0,0.0,0.18361,Train
6945,251154,140,27,25,Massachusetts,MA,Worcester,Worcester City,City,tract,1606,508,42.2958941,-71.7846182,2691314.0,28340,5528,2168,3360,751.92215,793.0,341.76288,1161.47353,1634.0,0.98553,0.93329,0.78918,0.71932,0.56073,0.43046,0.39144,0.17621,1658,1589,46062.17556,27809.0,51371.51278,1755.75122,2314.0,57334.30753,36178.0,54293.35596,960.04711,1361.0,1699.91306,1638.0,525.41821,133.77355,447.0,613.38537,585.0,204.16138,209.0,111.0202,0.0,0.0,0.06555,0.6814,1.0,0.60222,0.41294,0.78712,0.84566,0.75575,37.38997,33.75,24.66709,506.69117,2168.0,42.21263,43.25,24.31115,753.15786,3360.0,0.35348,0.48289,0.04584,0.02389,0.05229,Train
6948,236982,140,87,12,Florida,FL,Marathon,Marathon City,City,tract,33050,305,24.7393275,-81.0054857,6118261.0,17598648,1199,646,553,1611.95435,1482.0,566.82073,29.93683,173.0,0.82081,0.78035,0.34104,0.34104,0.34104,0.17341,0.17341,0.15029,191,173,87663.32483,66344.0,72377.18772,277.40445,578.0,94424.30287,80385.0,56185.52787,135.5247,324.0,2015.63095,1865.0,682.17456,35.15049,134.0,862.67688,785.0,398.96739,253.0,134.81818,0.0,0.0,0.01292,0.34625,1.0,0.82092,0.92681,0.94986,0.92639,0.975,56.11281,61.41667,22.66028,149.46769,646.0,58.21333,58.91667,15.21313,137.94906,553.0,0.62826,0.66205,0.13518,0.0156,0.18891,Train
6968,279381,140,85,72,Puerto Rico,PR,Las Piedras,Las Piedras,Urban,tract,771,787,18.1691922,-65.8735646,2473866.0,0,3362,1619,1743,415.26967,423.0,267.22405,296.53343,328.0,0.91241,0.86131,0.71168,0.64964,0.64964,0.64964,0.58759,0.35401,426,274,26547.67128,16817.0,26761.56295,873.70713,1113.0,31426.14191,23839.0,27962.00225,612.40086,837.0,905.78966,810.0,418.01766,258.96559,334.0,192.92278,196.0,98.25215,353.0,316.37899,0.0,0.0,0.0,0.48617,1.0,1.0,0.79864,0.74593,0.74633,0.74561,33.15883,29.41667,22.48786,362.0958,1619.0,38.24298,36.75,20.5198,442.42421,1743.0,0.62758,0.37353,0.03518,0.02094,0.1608,Train
6975,269914,140,87,36,New York,NY,Spring Valley,New Square,City,tract,10977,845,41.1378724,-74.0308729,425336.0,0,3159,1579,1580,1272.78315,1230.0,518.28955,159.35071,462.0,0.99109,0.96214,0.88864,0.87973,0.80401,0.77728,0.67483,0.52561,482,449,36751.09318,24974.0,40335.04094,488.50418,594.0,38542.39359,27072.0,38472.46117,470.75771,582.0,2787.44933,2304.0,1064.42569,15.17359,86.0,707.97579,409.0,551.24093,26.0,15.4471,0.0,0.0,0.33929,0.76786,1.0,0.01403,0.2166,0.77732,0.72824,0.82365,21.26086,15.08333,17.96631,373.60345,1579.0,22.31734,17.33333,18.31094,383.72148,1580.0,0.18424,0.74505,0.00661,0.0,0.00661,Train
6976,278903,140,3,72,Puerto Rico,PR,Aguada,Luyando,Urban,tract,602,787,18.3865309,-67.1572616,14032742.0,1038569,5213,2496,2717,616.9551,536.0,330.49632,116.55823,127.0,1.0,1.0,0.88976,0.74803,0.6378,0.45669,0.45669,0.45669,320,127,27728.6934,19074.0,25574.74429,1222.00244,1529.0,32085.56435,24217.0,27062.2065,867.19161,1181.0,975.97394,832.0,435.29636,178.3945,245.0,163.21841,132.0,104.11252,964.0,829.97394,0.0,0.0,0.0,0.20265,1.0,1.0,0.97633,0.7058,0.6822,0.72967,40.92548,41.25,20.83594,658.83144,2496.0,38.1256,36.83333,21.34161,725.67835,2717.0,0.79359,0.4881,0.09146,0.00887,0.13952,Train
6992,284596,140,121,48,Texas,TX,Lewisville,Lewisville City,Town,tract,75067,469,33.0072131,-96.998714,783833.0,0,4038,1915,2123,1053.96145,1009.0,284.10583,255.54586,629.0,0.96502,0.87599,0.56598,0.43084,0.30366,0.23847,0.22893,0.10334,732,629,87630.8689,57499.0,74752.11517,590.20232,1134.0,86900.96082,57257.0,66877.9117,480.81294,913.0,1721.0202,1694.0,640.24728,96.75228,319.0,679.518,654.0,140.56846,83.0,41.08081,0.0,0.0,0.02736,0.79353,1.0,0.77453,0.16845,0.85303,0.87555,0.83827,28.7805,25.0,19.25326,452.06031,1915.0,32.09206,30.0,19.74475,469.22158,2123.0,0.38633,0.54925,0.06541,0.02049,0.10402,Train
6932,220494,140,261,2,Alaska,AK,Tatitlek,Tatitlek,City,tract,99677,907,60.6553471,-147.4091896,11061417352.0,8935051233,4434,2392,2042,1104.85678,1104.0,466.91159,194.57567,451.0,0.97118,0.86918,0.55211,0.53215,0.38803,0.36585,0.33038,0.1796,483,451,98648.66698,81903.0,80905.58066,610.4343,1361.0,108720.4408,100200.0,77597.67736,414.67808,962.0,1709.97753,1581.0,593.48396,129.01362,421.0,473.72243,513.0,233.37344,457.0,283.07949,0.0,0.0,0.00683,0.4795,1.0,0.83213,0.80743,0.95654,0.92593,0.99047,34.59015,34.91667,19.61505,543.94205,2392.0,33.95797,32.75,19.87292,450.68458,2042.0,0.66509,0.40606,0.06497,0.02707,0.18029,Train
6763,265039,140,31,35,New Mexico,NM,Tohatchi,Nakaibito,City,tract,87325,505,35.8446811,-108.8779046,1098705920.0,2347875,6296,2819,3477,478.51285,408.0,260.68662,425.90264,458.0,0.84483,0.66256,0.53695,0.45567,0.38177,0.32759,0.25616,0.21921,516,406,35642.73083,23720.0,35939.60395,1123.859,1507.0,40523.63257,29835.0,36082.71935,794.86471,1133.0,774.16726,738.0,402.06373,116.79246,138.0,221.63722,194.0,135.99849,853.0,733.55091,0.0,0.0,0.0,0.13925,1.0,1.0,0.9855,0.76487,0.75724,0.77047,33.2118,29.75,21.62572,740.94606,2819.0,36.88531,33.91667,23.20741,903.89564,3477.0,0.6493,0.33008,0.03564,0.00879,0.04688,Train
6892,287895,140,471,48,Texas,TX,Huntsville,Bedias City,Town,tract,77320,936,30.7981976,-95.7367776,549355342.0,5131076,12925,10015,2910,775.20407,744.0,301.97598,431.46615,583.0,1.0,1.0,0.82676,0.79245,0.66209,0.63979,0.54717,0.41166,583,583,60047.87489,37014.0,50964.83622,1611.65549,2407.0,67811.70984,48966.0,51126.17493,1059.13991,1698.0,1548.48879,1537.0,659.97752,304.02052,754.0,476.48221,473.0,183.26556,1070.0,713.43434,0.0,0.0,0.0,0.41338,1.0,1.0,0.8793,0.7948,0.76037,0.93652,39.3114,38.58333,16.09616,2392.33038,10015.0,38.27054,35.75,22.62485,659.99506,2910.0,0.7903,0.37192,0.23956,0.0347,0.20454,Train
6885,242252,140,29,17,Illinois,IL,Charleston,Charleston City,Village,tract,61920,217,39.4771763,-88.1760261,1969784.0,0,5145,2086,3059,681.96609,585.0,343.66305,609.70058,722.0,1.0,0.9557,0.87658,0.78165,0.70886,0.63291,0.54272,0.45411,737,632,32298.91648,16463.0,47557.98033,647.12096,863.0,54310.97979,31436.0,58569.68382,113.29203,204.0,1684.35898,1452.0,830.01206,27.09086,66.0,462.2775,402.0,237.27548,60.0,44.84848,0.0,0.0,0.11111,0.52381,1.0,0.39164,0.74249,0.92782,0.95107,0.90533,22.971,20.66667,10.39191,1145.17489,2086.0,22.14174,20.25,10.74495,1771.3576,3059.0,0.14432,0.08996,0.03429,0.0,0.01441,Train
6771,263372,140,13,34,New Jersey,NJ,East Orange,East Orange City,City,tract,7017,973,40.778172,-74.2063724,757946.0,0,3228,1496,1732,1166.76496,1102.0,316.19096,189.26167,536.0,0.97233,0.90909,0.79051,0.74506,0.66798,0.55929,0.48024,0.3083,555,506,64788.64716,48534.0,57175.42379,643.64721,1024.0,68907.46983,52798.0,50936.591,399.95245,667.0,2450.1686,2432.0,717.82919,84.32342,373.0,882.40983,893.0,355.02116,96.0,53.73525,0.0,0.0,0.10661,0.79531,1.0,0.41224,0.16528,0.88265,0.87056,0.89205,36.4638,34.08333,21.59437,404.24977,1496.0,38.23891,37.33333,20.97285,401.6606,1732.0,0.57435,0.41079,0.08133,0.00332,0.07054,Train
6772,266273,140,5,36,New York,NY,Bronx,Pelham Manor,City,tract,10457,347,40.8423877,-73.8878255,97659.0,0,2002,892,1110,1042.49442,972.0,492.05394,278.03345,569.0,0.98887,0.95362,0.88497,0.8256,0.76623,0.69573,0.61967,0.47866,580,539,34670.71149,20063.0,42541.32673,501.00107,663.0,35629.50057,25682.0,38402.85102,331.5525,441.0,2325.63137,2060.0,1381.85907,35.32625,74.0,949.5,949.0,36.51484,9.0,4.45455,0.0,0.0,0.0,0.89157,1.0,1.0,0.04669,0.44261,0.4329,0.44913,30.77491,27.5,19.3604,225.39527,892.0,35.93118,35.25,21.40059,272.49811,1110.0,0.14566,0.26549,0.07375,0.04867,0.06047,Train
6787,289281,140,59,51,Virginia,VA,Centreville,Centreville,Town,tract,20121,571,38.8368365,-77.4130304,1107138.0,5571,2940,1516,1424,1581.04751,1529.0,397.55439,118.11187,668.0,1.0,0.97605,0.82485,0.58533,0.46707,0.34281,0.3024,0.24401,668,668,107822.3871,88534.0,71923.67566,435.18479,1138.0,109699.7246,99499.0,69324.13773,273.14465,745.0,2363.37802,2275.0,941.81895,113.21504,438.0,607.28219,646.0,197.89732,32.0,20.38384,0.0,0.0,0.25106,0.93191,1.0,0.05175,0.02466,0.90753,0.85139,0.96667,35.52139,33.5,19.14638,386.0197,1516.0,36.60176,35.33333,18.7864,325.94823,1424.0,0.5,0.4741,0.03506,0.0,0.10916,Train
6789,269217,140,81,36,New York,NY,Long Island City,New York City,City,tract,11104,718,40.7331325,-73.9304349,1590838.0,87694,1074,834,240,1226.07991,1320.0,311.30324,62.57077,182.0,0.97688,0.85549,0.62428,0.52601,0.33526,0.2659,0.2659,0.2659,182,173,68786.89328,54130.0,57809.11539,128.37048,221.0,73741.18453,72807.0,49722.32613,83.92988,161.0,3198.62655,2471.0,1115.65496,3.66776,25.0,569.52903,516.0,379.61651,14.0,9.9596,0.0,0.0,0.0,0.64103,1.0,1.0,0.50847,0.70264,0.68705,0.77551,37.39112,35.0,15.07188,219.62396,834.0,29.88778,29.33333,17.47437,49.4507,240.0,0.1877,0.2612,0.1178,0.06018,0.02817,Train
6790,231086,140,85,6,California,CA,Mountain View,Mountain View City,City,tract,94043,650,37.4092382,-122.1006448,1054062.0,0,3240,1646,1594,1942.93704,1801.0,1091.79467,108.24152,428.0,0.96314,0.88943,0.82064,0.69287,0.51106,0.37592,0.22604,0.16216,428,407,138494.0642,122401.0,89733.73986,398.92656,1227.0,147456.4141,163169.0,78423.21171,224.28089,853.0,2996.00678,3109.0,1112.36962,133.8362,604.0,515.19628,397.0,290.46436,195.0,150.05051,0.0,0.0,0.17897,0.75594,1.0,0.16122,0.24126,0.95997,0.97713,0.9444,36.15065,37.58333,22.42952,356.32621,1646.0,42.98631,43.0,21.99974,358.56242,1594.0,0.64084,0.63956,0.0,0.0,0.1249,Train
6802,243516,140,31,17,Illinois,IL,Chicago,Chicago City,Village,tract,60624,773,41.8818831,-87.7061362,164712.0,0,1500,692,808,848.27015,836.0,378.75908,212.67384,339.0,0.93907,0.86022,0.64158,0.52688,0.42294,0.32975,0.32975,0.32975,339,279,43069.4896,37367.0,37510.96498,315.57877,471.0,42315.52584,28941.0,37740.70709,213.15618,308.0,2023.65873,2066.0,702.76207,33.81877,116.0,678.47727,673.0,56.25038,16.0,7.91919,0.0,0.0,0.14394,0.87879,1.0,0.26368,0.05702,0.82846,0.76898,0.8686,29.04605,21.0,21.12532,189.78801,692.0,31.96195,30.66667,18.97801,230.31801,808.0,0.27867,0.30983,0.07692,0.06197,0.12393,Train
6804,249791,140,1,25,Massachusetts,MA,Orleans,Orleans,City,tract,2653,508,41.7662035,-69.941451,21095136.0,13692058,2839,1272,1567,611.75884,460.0,318.6249,179.79537,207.0,1.0,1.0,0.92754,0.84541,0.80676,0.40097,0.36715,0.36715,229,207,87631.46126,69352.0,72722.9472,678.2018,1352.0,107231.1675,90458.0,65429.16635,329.47798,878.0,2571.24141,2689.0,1069.93029,168.37867,633.0,945.97916,909.0,300.3348,490.0,230.24455,0.0,0.0,0.09973,0.56367,1.0,0.44265,0.67287,0.9859,0.97985,0.99119,57.98929,65.41667,21.59059,308.45383,1272.0,52.16692,60.25,24.92946,382.4036,1567.0,0.88747,0.62217,0.02099,0.0,0.10243,Train
